ICAO,Name,City,Elevation,Longitude,Latitude
0C1,Triple R,Dearborn,1007,-94.78116608,39.48773575
0C2,Hinckley,Hinckley,758,-88.70362854,41.77110672
0C4,Pender Mun,Pender,1338,-96.72782898,42.11346817
0C5,Canadian Lakes,Mecosta,960,-85.28399658,43.57699585
0C7,Grandpa's Farm-Mendota,Mendota,718,-89.13256073,41.52175903
0C8,Cushing,Newark,640,-88.60409546,41.51860428
0CA0,Pom Wonderful Airstrip,,340,-119.5869064,36.65256882
0CA3,Crawford,Santa Ynez,570,-120.015625,34.58895493
0CA4,Shepherd Ranch,Santa Ynez,660,-120.0652924,34.62205124
0CA5,Hoffman Pvt,Santa Ysabel,3100,-116.7471237,33.14347839
0CA6,Emory Ranch,Ocotillo,480,-116.0161972,32.74943161
0CA8,Ward Ranch,Aguanga,2465,-116.8291931,33.41052246
0CA9,Blech Ranch,Shandon,1140,-120.3381195,35.59300995
0CD5,Pinon Canyon,Trinidad,5686,-104.1439209,37.4908905
0CL0,Yosemite Hidden Lake Ranch,Raymond,500,-119.9131012,37.11822891
0CL1,Krey Field,Adelanto,3042,-117.5542831,34.56941223
0CL3,John Nichol's Field,Chula Vista,495,-116.8900146,32.63329697
0CL6,Bohunk's Airpark,Lancaster,2393,-118.2774048,34.69461823
0CL8,Tera,Ridgecrest,2510,-117.6300354,35.59126282
0CN1,Fiorini Ranch,,134,-120.7647324,37.45220947
0CN2,Sutter Butte Dusters,,67,-121.6882553,39.22834778
0CO2,Buckhorn Ranch,Crested Butte,8980,-106.9281235,38.85179901
0CO3,Greggs Nr 1,Bennett,5263,-104.5174408,39.90269089
0CO5,Chenoweth,Last Chance,4697,-103.583992,39.83121109
0CO6,Flying M & M Ranch,Norwood,8000,-108.2053452,38.20984268
0CO8,Cartwheel,Mead,5030,-105.0155411,40.21488953
0CO9,Van Treese,Monte Vista,7613,-106.0342255,37.65868759
0D5,Hill Top Airpark,Wolcott,407,-76.83081818,43.17578125
0D6,Wilber Mun,Wilber,1401,-96.98640442,40.47611237
0D7,Ada,Ada,949,-83.82919312,40.7904892
0D8,Gettysburg Muni,Gettysburg,2056,-99.95337677,44.98682785
0F2,Bowie Muni,Bowie,1092,-97.77559662,33.60165405
0F3,Spirit Lake Mun,Spirit Lake,1427,-95.13951111,43.38747787
0F4,Loup City Mun,Loup City,2070,-98.99019623,41.28636551
0F7,Fountainhead Lodge,Eufaula,670,-95.60032654,35.38844299
0F9,Tishomingo,Tishomingo,641,-96.67449951,34.1985054
0FA1,Frierson Grove,Arcadia,65,-81.88028717,27.30381393
0FD0,Big 'g',Ormond Beach,40,-81.22206879,29.26755524
0FD3,Dugger Field,Freeport,70,-86.09553528,30.50045776
0FD5,Breezy Knoll,Florala,235,-86.34434509,30.81987
0FD9,Joy Farms,Defuniak Springs,290,-86.1186142,30.64241791
0FL0,Harper's Fly-In Ranch,Clewiston,30,-81.16387939,26.72908974
0FL1,Thompson Airfield,Branford,61,-82.83573914,29.98189354
0FL8,Gary Gale,Jacksonville,0,-81.67461395,30.23422432
0FL9,McDaniel Ranch Inc.,Clewiston,18,-81.02893829,26.39303017
0G0,North Buffalo Suburban,Lockport,588,-78.70309448,43.1032486
0G3,Tecumseh Muni,Tecumseh,1303,-96.17047882,40.40097427
0G5,Grand Marais/Cook County Seaplane Base,Grand Marais,1635,-90.3804245,47.82698059
0G6,Williams County,Bryan,730,-84.5067749,41.46730042
0G7,Finger Lakes Rgnl,Seneca Falls,482,-76.7804184,42.88390732
0GA0,Halls Flying Ranch,Hampton,800,-84.36715698,33.35593033
0GA1,Mustang Field,Hartwell,693,-82.89661407,34.47713089
0GA2,"Airnautique, Inc.",Hartwell,720,-82.94562531,34.38222504
0GA3,Ayresouth,Temple,1287,-85.06050873,33.7706871
0GA4,Paradise Falls,High Shoals,714,-83.50579071,33.81219101
0GA6,Sunset Strip,Jersey,780,-83.81848907,33.73386002
0GA7,Hickory Level Airfield,Temple,1066,-85.00018311,33.68371201
0GA8,Paso Fino Farm,Valdosta,200,-83.42523956,30.88548279
0GA9,Gentle Landings Air Park,Roberta,505,-84.02866364,32.71354294
0GE0,Pinewood,Douglasville,1085,-84.80059052,33.78260422
0GE1,Crystal Lake Airpark,Irwinville,327,-83.44322968,31.66644287
0GE2,Georgia-Pacific Corp/Cedar Spr,Cedar Springs,133,-85.04666901,31.14065552
0GE3,Lookout Mountain,Trenton,646,-85.46040344,34.90280151
0GE4,Pecan Patch Airstrip,Sunnyside,860,-84.26622772,33.33253098
0GE5,Mountain Airpark,Cleveland,1438,-83.71343231,34.56218719
0GE7,Carpenter,Appling,450,-82.37232971,33.52152252
0GE9,Pegasus Ranch,Rocky Ford,230,-81.79943848,32.69580841
0H1,Trego Wakeeney,Wakeeney,2431,-99.89293671,39.00655365
0H7,Kahoka Mun,Kahoka,700,-91.70674896,40.4217453
0I2,Brazil Clay County,Brazil,638,-87.09970856,39.47669983
0I8,Cynthiana-Harrison County,Cynthiana,719,-84.28333282,38.36621475
0IA3,Hawkeye,Waterloo,875,-92.3276062,42.43507767
0IA4,Sharar Field,Mediapolis,700,-91.06370544,41.02784348
0IA5,Moore Private,Millerton,1060,-93.26692963,40.87246323
0IA6,Rinehart,Victor,928,-92.29007721,41.65944672
0IA8,Hannen,Center Point,925,-91.75106049,42.22653198
0ID0,South Fork Ranch,Fairfield,4861,-115.1130066,43.60588837
0ID1,Ziggy'S,Filer,3225,-114.6060028,42.64183807
0ID2,Flying Joseph Ranch,Challis,5600,-113.7767029,44.44324493
0ID3,Coyote Run,Mountain Home,3150,-115.6693878,43.07578659
0ID4,Black Butte Ranch,Shoshone,4020,-114.4697571,43.04673004
0ID7,Z X Ranch,Murphy,3820,-116.763588,43.23022461
0ID8,Pinnacle,Grangeville,3800,-116.180191,45.77578735
0II0,Chuck's,Albany,955,-85.26005554,40.25967026
0II1,Unsicker,Bremen,816,-86.15215302,40.42788696
0II2,Creighton,Bremen,820,-86.12478638,41.4571228
0II3,Miller Strip,Bunker Hill,808,-86.03781891,40.6284256
0II5,Marshall Field,Chalmers,701,-86.85717773,40.65962219
0II6,Kropf,Goshen,807,-85.83224487,41.64304352
0II7,Frost Field,Greenfield,900,-85.78635406,39.79555893
0II8,Sutton's Field,Lowell,740,-87.47603607,41.32284546
0II9,Winters,Hall,755,-86.5766983,39.53300858
0IL2,Wilken,Danforth,657,-88.04904175,40.84536362
0IL3,Flying B Ranch,Danville,693,-87.67460632,40.15714645
0IL8,Walter,De Kalb,890,-88.72357941,41.87162399
0IL9,Jack W. Watson,De Kalb,880,-88.78630066,41.85369492
0IN1,Snider Field,Decker,400,-87.59532166,38.49979782
0IN2,The Lazy K,Tocsin,835,-85.08636475,40.82743454
0IN3,Graves Landing Strip,Winamac,704,-86.66507721,41.11302948
0IN4,Air Park Field,Woodburn,750,-84.94595337,41.12864685
0IN5,Byrne Field,Byrneville,800,-86.03341675,38.32935715
0IN6,Morrison Flight Park Ultralightport,Linton,520,-87.18710327,39.02168274
0IN9,Parrish,Mount Vernon,390,-87.94662476,37.99323273
0IS3,Cady Aerial Rla,Deer Grove,630,-89.69410706,41.66066742
0IS4,Dawson Farms,Lovington,671,-88.66956329,39.76385117
0IS5,Mueller,New Douglas,600,-89.62512207,38.93600464
0J0,Abbeville Mun,Abbeville,463,-85.23833466,31.6002388
0J4,Florala Muni,Florala,301,-86.31159973,31.04248619
0J6,Headland Muni,Headland,355,-85.3130722,31.36429596
0J8,Flying Ten,Archer,88,-82.5087204,29.61944199
0J9,Flying V,Utica,1576,-97.35399628,40.86779404
0K6,Dobie's,Inola,610,-95.58204651,36.16147995
0K7,Humboldt Muni,Humboldt,1089,-94.24545288,42.73484802
0KS0,J V Ranch,Osage City,1180,-95.93079376,38.6331749
0KS1,Shomin,Oskaloosa,1080,-95.33750916,39.21694565
0KS2,Kellie Mann Airfield,Ottawa,971,-95.31510925,38.55686951
0KS3,Camp Chippewa,Ottawa,1127,-95.3686142,38.56307983
0KS4,Snoopys,Overbrook,1090,-95.60126495,38.80970383
0KS6,Kendrigan,Peck,1238,-97.3183136,37.44005585
0KS7,Mono Aircraft,Cheney,1506,-97.88724518,37.7002449
0KS8,Pearce Field,Parsons,944,-95.37599945,37.38174438
0KS9,Lmn 120,Douglas,1288,-96.92170715,37.51647949
0KY0,Owen Air Park,Owenton,890,-84.77863312,38.62295151
0KY1,Arnemann Farms,Franklin,696,-86.6167984,36.76544952
0KY4,Cambron Field,Owensboro,420,-87.08098602,37.56356812
0KY5,Falin Landing Strip,Bowling Green,600,-86.37792969,36.81226349
0KY7,Clinton-Hickman County,Clinton,360,-88.99837494,36.63513565
0KY8,Sky,Manchester,851,-83.73210907,37.11585617
0L4,Lida Junction,Goldfield,4654,-117.1885147,37.49186325
0L5,Goldfield,Goldfield,5587,-117.236412,37.72214508
0L7,Jean,Jean,2824,-115.3294754,35.76853561
0L8,Heart,Kansas City,751,-94.49578094,39.08008575
0L9,Echo Bay,Overton,1535,-114.4638672,36.3110733
0LA1,Double H Ranch,Gonzales,15,-90.9734726,30.22933388
0LA2,Don Babin-Private,Gonzales,19,-90.96213531,30.27978325
0LA3,Belcher Airpatch,Belcher,280,-93.87397766,32.74932861
0LA9,Rebel Field,Watson,74,-90.86065674,30.58612823
0LL0,Kaufield,Belvidere,783,-88.72751617,42.26519775
0LL1,Jerseyville Aviation Inc,Jerseyville,604,-90.31335449,39.09640503
0LL3,Koenig,Jerseyville,614,-90.34747314,39.05244446
0LL4,Flaherty Field,La Salle,664,-89.12085724,41.41955948
0LL5,Busboom Rla,St Joseph,675,-88.07704163,40.11094666
0LL6,Gord,Sandwich,710,-88.60705566,41.6976738
0LL8,Immke,Saunemin,653,-88.3766098,40.83097076
0LS0,Theriot Field,Thibodaux,13,-90.73560333,29.74912071
0LS1,AG Aviation,Welsh,20,-92.77931976,30.22332001
0LS4,Buller's Airstrip,Bunkie,36,-92.18812561,30.79005432
0LS5,Trahan,Cankton,60,-92.13168335,30.30433464
0LS7,Morgan Field,New Roads,36,-91.48755646,30.60890388
0LS8,Lonesome Dove Airfield,Woodlawn,31,-92.94129181,30.28606415
0LS9,Huenefeld,Monroe,72,-91.99662018,32.50566864
0M0,Billy Free Muni,Dumas,163,-91.5342865,33.8845253
0M1,Scott,Parsons,520,-88.12797546,35.63779831
0M2,Reelfoot Lake,Tiptonville,288,-89.34630585,36.47537613
0M3,John A Baker Fld,Hohenwald,960,-87.59732819,35.54598618
0M4,Benton County,Camden,466,-88.12473297,36.00954056
0M5,Humphreys County,Waverly,748,-87.73818207,36.11663818
0M8,Byerley,Lake Providence,103,-91.18764496,32.82585144
0M9,Delhi Mun,Delhi,91,-91.49856567,32.4107399
0MD1,Taylor Field,Sudlersville,75,-75.79254913,39.18733978
0MD2,Squier Landing,Cobb Island,16,-76.86720276,38.28765488
0MD4,Pond View Pvt,Chestertown,47,-76.18714905,39.26890182
0MD6,Walters,Mount Airy,750,-77.10401917,39.38259125
0ME4,Peasley Field,Dedham,271,-68.47444916,44.74244308
0MI2,Stier Airstrip,Glennie,850,-83.68279266,44.52438736
0MI3,Kelleys,Grayling,1108,-84.47801971,44.63040924
0MI4,Lesterson Field,Gwinn,1120,-87.38659668,46.26965714
0MI6,Young's,Hulbert,800,-85.18592072,46.38558578
0MN0,Winner's Landing,St Paul Park,690,-93.0134201,44.81637955
0MN1,Brinkman,St Peter,986,-94.06980896,44.26482773
0MN2,Grindstone Lake,Sandstone,1025,-92.99867249,46.13240433
0MN3,Lower Hay Lake,Jenkins,1230,-94.30865479,46.68553925
0MN5,Pankratz,Springfield,1031,-94.91725922,44.30643463
0MN6,Matson Fld,Spring Valley,1351,-92.41712189,43.65581512
0MN8,Keller,Stillwater,974,-92.86178589,45.13603592
0MO0,Ferros Ranch-Aero,Clinton,775,-93.84860992,38.41004562
0MO1,Flying G,Creighton,920,-94.09688568,38.54648209
0MO3,Veach Field,Drexel,938,-94.52155304,38.6251564
0MO5,Joe D Lewis,Edina,780,-92.11499023,40.12745667
0MO6,Hall,Edina,871,-92.27210236,40.12408829
0MO8,Sloan's,Elsberry,437,-90.73691559,39.14870834
0MS0,Topton Air Estates,Meridian,447,-88.61673737,32.47522736
0MS1,Franklin Field,Meadville,181,-90.90333557,31.4248085
0MS2,Morgan Field,Seminary,300,-89.38391113,31.54732132
0MS5,Lewis Air Service,Leland,115,-90.91403198,33.39187241
0MS7,Hale Field,Pontotoc,346,-89.14357758,34.34212875
0MS8,Catfish Point,Benoit,154,-91.16340637,33.69573593
0MS9,Shenandoah Valley Farms,Houston,300,-89.02506256,33.80073166
0MT1,Williams Field,Augusta,4070,-112.3907852,47.49788666
0MT4,Kimp,Hamilton,3510,-114.1385193,46.28050995
0MT5,Cottonwood,Laurel,3350,-108.8481064,45.63407135
0MT6,Hanson,Marion,3936,-114.6745911,48.03767776
0MT7,Pinehurst Ranch,Thompson Falls,2460,-115.4026031,47.65887833
0MT9,Lone Hawk,White Fish,3284,-114.481926,48.48127365
0MU0,Eagle Field,Ellington,761,-91.09365082,37.23377609
0MU1,Sunderland,Avilla,1027,-94.1736145,37.24708176
0MU4,Slaughter,Marceline,800,-92.86524963,39.61487961
0MU7,Lambs Field,Lone Jack,1070,-94.14242554,38.87830734
0MU8,Prince,Millersville,582,-89.75866699,37.43880081
0N0,Roosterville,Liberty,1003,-94.44245911,39.28982925
0N4,Chandelle Estates,Dover,22,-75.485466,39.20231247
0N6,Henderson Aviation,Felton,50,-75.53401184,39.01294708
0NA1,Goerger,Barney,1045,-97.0382843,46.24538422
0NA3,Kasowski,Mapleton,912,-97.10057068,46.9053154
0NA4,Kreidelcamp,Valley City,1453,-97.90291595,46.80464935
0NA5,Sorlie,Maddock,1580,-99.56311035,48.00086594
0NA8,Scheresky Airstrip,Benedict,2145,-101.1470566,47.87397003
0NA9,Boyd's Turf,Golva,2750,-103.8013992,46.75038147
0NC1,Bearwallow Farm,Hendersonville,3608,-82.37451172,35.45669556
0NC7,Lindsay,Madison,700,-79.99603271,36.36483002
0NC8,Double Creek Ranch,Cleveland,830,-80.73537445,35.75579834
0ND0,Gilbertson Field,Flora,1550,-99.40402985,47.92842484
0ND2,Swenson,Gardner,872,-96.84116364,47.17205429
0ND6,Schumacher Strip,Hague,2020,-99.91746521,46.05553055
0ND7,Saville Pvt,Hazelton,1961,-100.1048508,46.46534348
0NE0,Merrihew,Ashby,3815,-101.9553986,41.84803009
0NE1,Runner Landing Area,Ashby,3760,-101.9403458,42.40649033
0NE2,Merry,Ashby,3782,-101.9220886,41.86679077
0NE5,Newman,Big Springs,3504,-102.0180435,41.02120972
0NE6,Frager Field,Fairfield,1764,-98.07069397,40.43300629
0NK0,Berdick Field,Cattaraugus,1690,-78.79066467,42.33401871
0NK1,Spring Brook,Central Square,450,-76.21987915,43.36173248
0NK2,Westwind Farm,Charlton,800,-74.02210236,42.97979736
0NK3,Seven Gullies,Groveland,600,-77.79252625,42.69562912
0NK8,Rocky Reef Farm,Attlebury,456,-73.66891479,41.92134476
0NK9,Lakeview,Chittenango,1039,-75.82566071,43.00950623
0NM0,Columbus Muni,Columbus,4024,-107.6292038,31.82387161
0NM2,Waids Airpark,Organ,4367,-106.6868286,32.50119019
0NM7,Negrito Airstrip,Reserve,8143,-108.5416183,33.52385712
0NY0,Bennetts,North Creek,1040,-73.97853088,43.69380569
0NY1,Russell Fld,Northumberland,260,-73.65287781,43.13786316
0NY2,Flying Acres,North Western,855,-75.35796356,43.34701157
0NY3,Kermizian,Ohio,1440,-74.93200684,43.31401825
0NY4,Alan Dipaolo Field,Buffalo,782,-78.54758453,42.9594574
0NY7,Murphys Lndg Strip,Perth,940,-74.17711639,43.02689743
0NY8,Wenskoski Field,Perth,800,-74.24459076,42.99639893
0O2,Baker,Baker,922,-116.0813904,35.2863121
0O4,Corning Muni,Corning,293,-122.1711731,39.94611359
0O9,Ward,Gasquet,356,-123.9846268,41.84558105
0OH2,Jenkins Field,North Hampton,1082,-83.91213226,39.97025681
0OH4,Zurik Stol,Olive Green,1150,-82.77840424,40.3466835
0OH5,Freeman Swank Farms,Oregonia,1069,-82.431633,40.59690094
0OH6,Fry Field,Spring Valley,775,-84.01765442,39.59742355
0OH7,Apple,Piqua,1000,-84.17263794,40.14448547
0OH8,Fry,Piqua,900,-84.25628662,40.18778992
0OH9,Parknavy,Plain City,940,-83.22942352,40.07012558
0OI2,Unger Field,Greenfield,936,-83.41734314,39.3591156
0OI3,Galloway,Sandusky,643,-82.71669769,41.38202667
0OI6,Victor's Landing,Kingsville,860,-80.64360046,41.83871078
0OK3,Groendyke Ranch /Pvt/,Geary,1420,-98.51599121,35.62714386
0OK4,Rock Creek Farm,Coal Gate,730,-96.25429535,34.66020203
0OR3,Long Ranch,Merrill,4090,-121.6989212,42.01844406
0OR6,Rome Service Airport,Rome,3387,-117.6291504,42.83351135
0OR7,Marr Field,Monmouth,275,-123.2631912,44.8550415
0OR9,Hanel Field,Mount Hood,1626,-121.5486679,45.59302521
0P1,Van-Pak,Prairie View,2213,-99.56874084,39.83205032
0P2,Shoestring Aviation Airfield,Stewartstown,994,-76.64646149,39.79526138
0P8,Lazy B Ranch,Dover,460,-76.81552124,40.02418518
0PA0,Philadelphia,Hilltown,666,-75.24840546,40.33094406
0PA2,Haunstein,Shermansdale,600,-77.12520599,40.31834412
0PA3,Robbins Farm,Troy,1438,-76.76036072,41.74721527
0PA4,Ecko Field,Hummelstown,362,-76.73918915,40.24188232
0PA5,Fisher,Franklin,1500,-79.8324585,41.49261856
0PA6,Hostetler,Huntingdon,760,-77.8500824,40.63075256
0PN5,Nichols,Spartansburg,1761,-79.60041046,41.78041458
0PN6,Memmi,Three Springs,1138,-77.99151611,40.16965866
0PN7,Drillmore Acres,Newburg,680,-77.62831116,40.13256454
0PN8,Shriver,Titusville,1560,-79.68405914,41.60651398
0PN9,Paul Personal Use,Titusville,1645,-79.67796326,41.71936035
0PS0,Frederick Airpark,Tylersburg,1560,-79.34340668,41.37109375
0PS3,Carsonville,Carsonville,800,-76.76602173,40.48720932
0PS4,Old Orchard,Curwensville,1980,-78.56169128,41.00991821
0PS7,Harman,Elizabethville,720,-76.8463974,40.52246094
0Q3,Sonoma Valley,Schellville-Sonoma,10,-122.4502792,38.22418213
0Q4,Selma,Selma,302,-119.6569061,36.58098221
0Q5,Shelter Cove,Shelter Cove,64,-124.0743637,40.02814484
0Q6,Shingletown,Shingletown,3868,-121.8167648,40.52261353
0Q9,Sonoma Skypark,Sonoma,20,-122.4348297,38.25751114
0R0,Columbia-Marion County,Columbia,254,-89.81360626,31.29664612
0R1,Atmore Muni,Atmore,281,-87.4467926,31.01615334
0R2,Lincoln Mun,Lincoln,940,-93.33236694,38.4026947
0R4,Concordia Parish,Vidalia,54,-91.50652313,31.56201744
0R5,David G Joyce,Winnfield,132,-92.66027069,31.96365929
0R6,Hampton Muni,Hampton,176,-92.46028137,33.52262497
0R7,The Red River,Coushatta,171,-93.30768585,31.99028969
0R9,Plainville,Plainville,2179,-99.30319977,39.19480133
0S0,Lind,Lind,1478,-118.5871658,46.97684097
0S1,Meadow Creek Usfs,Meadow Creek,3979,-113.4170074,47.8484993
0S5,Nez Perce Mun,Nez Perce,3201,-116.2386017,46.23852539
0S7,Dorothy Scott,Oroville,1066,-119.4118881,48.95893097
0S9,Jefferson Co Intl,Port Townsend,108,-122.8106308,48.0538063
0SD1,Lodi,Wakonda,1200,-96.98023224,42.97201157
0SD3,Bledsoe Ranch,Hoover,2872,-103.2140503,45.2696991
0SD6,Oasis Ranch,Philip,2574,-101.8295975,44.29285431
0T3,Twin City,Marble Hill,425,-89.99472046,37.31322098
0TA2,Smith Farms,Halfway,3487,-101.9234314,34.2136879
0TA3,Tate Ranch,Dryden,2643,-102.1393967,30.30581284
0TA4,Erco Field,Kaufman,395,-96.2702713,32.49780655
0TA7,Alta Vista Ranch,Marfa,4696,-103.8993835,30.15282249
0TA8,Womack Plantation,Paris,410,-95.40706635,33.84951782
0TE3,Buzz Field,Roaring Springs,2588,-100.8431168,33.93273544
0TE4,Hilltop Lakes,Hilltop Lakes,501,-96.2150116,31.08080292
0TE5,Santa Maria Ranch,Laredo,513,-99.18592834,27.43383408
0TE7,Lbj Ranch,Johnson City,1474,-98.62259674,30.252491
0TN0,R & S Buzzard,Spring Hill,810,-86.89611053,35.67594528
0TN2,Village,Greenback,920,-84.18505096,35.6558876
0TN5,McDonald,Murfreesboro,600,-86.49763489,35.8677597
0TN6,Riner Farm,Norris,1125,-84.09999084,36.18304443
0TS7,Flying U,Mineral Wells,978,-98.12557983,32.835495
0TS9,Jim Roach Field,Niederwald,600,-97.73779297,30.01406479
0TX0,Nassau Bay,Granbury,714,-97.7129364,32.4192009
0TX1,Pecan Plantation,Granbury,697,-97.67617798,32.35371399
0TX6,Elm Creek Airpark,Seguin,550,-97.99715424,29.50507164
0TX7,Lazy K Acres,Grapevine,619,-97.14476776,32.95254135
0TX8,Jacobia Field,Greenville,570,-96.04347992,33.18181229
0U0,Landmark Usfs,Landmark,6636,-115.533493,44.64225388
0U1,Warm Springs Creek,Lowman,4831,-115.3141403,44.14225769
0U2,Copper Basin,Mackay,7880,-113.8315353,43.80200195
0U3,Mahoney Creek USFS,Mahoney Creek,4618,-114.9214554,44.74462891
0U7,Hollow Top,Martin,5345,-113.590332,43.32359314
0U8,May,May,5224,-113.8949509,44.61039352
0U9,Lee Williams Memorial,Midvale,2605,-116.7575226,44.46123123
0V3,Pioneer Village,Minden,2154,-98.94625854,40.5149231
0V4,Brookneal-Campbell Co,Brookneal,593,-79.0164032,37.14176178
0V6,Mission Sioux,Mission,2594,-100.629158,43.30723572
0V7,Kayenta,Kayenta,5655,-110.2284317,36.71643066
0VA1,Johnson Fox Field,Bedford,900,-79.58525848,37.23306274
0VA2,Riverwood,Iron Gate,1020,-79.76737213,37.79721069
0VA3,Hunt,Manquin,150,-77.0954361,37.69924545
0VA4,Worley Field,Rocky Mount,1219,-79.87961578,36.94979858
0VA5,Rockville,Richmond,279,-77.6595459,37.69591904
0VA7,Flatrock Air Strip,Richmond,417,-77.81887817,37.52344131
0VA8,Jayarz,Mannboro,211,-77.79319763,37.28689194
0VA9,Handy Strip,Gloucester Court House,8,-76.45385742,37.44667053
0VG,Lee Co,Jonesville,1388,-83.2178421,36.65410995
0VI1,Brooklyn,Manquin,145,-77.10103607,37.68909454
0W3,Harford Co,Churchville,401,-76.20250702,39.56721115
0WA1,Dwight Field,Chehalis,350,-122.8260498,46.61717224
0WA2,Curtis,Curtis,254,-123.1050186,46.58966446
0WI1,Mort's Landing,Comstock,1255,-92.14215088,45.50693893
0WI2,Doering Farms Airfield,Monches,910,-88.33393097,43.19633102
0WI4,Snow Crest Ranch,Montello,810,-89.35279083,43.82930756
0WI5,Crash In International,Husher,733,-87.88926697,42.79538727
0WI7,Wilmer M Zimmerman Civil Air Patrol /Pvt/,Neenah,760,-88.49938965,44.13368988
0WI8,Oconomowoc,Oconomowoc,885,-88.47296143,43.13785934
0WN1,Shangri-La,Gleed,1500,-120.6000443,46.75180817
0WN2,Woodfield,Kennewick,435,-119.0185623,46.12591553
0WS7,Rockdale,Cambridge,825,-89.02840424,42.96929169
0WY0,Freedom Air Ranch,Afton,5698,-111.0396271,43.03995132
0WY1,Dorsey Creek Ranch,Basin,4017,-108.1643982,44.41103363
0XA4,Seven C'S Ranch,,335,-98.88286591,27.99713898
0XA5,74 Ranch,,299,-98.38313293,28.68538475
0XA7,Bar 3 Ranch,Georgetown,744,-97.62243652,30.66241646
0XS0,Diamond H Ranch,Catarina,511,-99.5497818,28.39835167
0XS1,Rodgers Roost,El Campo,129,-96.34980774,29.28778267
0XS2,John Fields Ranch,Sonora,2342,-100.5312347,30.55540848
0XS6,Lakeside Beach,Spicewood,800,-98.1474762,30.50158501
0XS7,Anacacho Ranch,Spofford,1067,-100.2803955,29.19435501
0XS8,Dunbar Ranch,Spofford,958,-100.371788,29.07718086
0XS9,Fay Ranch,Cedar Lane,25,-95.74871063,28.93755722
0Y6,Lake Mills Mun,Lake Mills,1260,-93.5120163,43.41365433
0Z2,Road Commission Nr 1,Denali,2598,-147.5424194,63.10709381
0Z3,Shannons Pond,Dillingham,98,-158.5837555,59.05344772
10AK,Hunt Strip,Wasilla,200,-149.6777344,61.59177399
10AZ,Pierce,Buckeye,860,-112.6181946,33.366745
10C,Galt,Greenwood/Wonder Lake,862,-88.37525177,42.40333557
10CO,Mack Mesa,Mack,4724,-108.8639145,39.2681427
10D,Winsted Muni,Winsted,1030,-94.06529236,44.9538269
10F,Rosser Ranch,Graham,1104,-98.62611389,33.01514435
